Area;Area Id;Variable Name;Variable Id;Year;Value;Symbol;Md
Bolivia (Plurinational State of);19;Municipal water withdrawal as % of total withdrawal;4255;1987;10;;
Bolivia (Plurinational State of);19;Municipal water withdrawal as % of total withdrawal;4255;2009;6,513;I;
Bolivia (Plurinational State of);19;Total water withdrawal per capita;4257;1987;191,8;K;
Bolivia (Plurinational State of);19;Total water withdrawal per capita;4257;2009;203,9;K;
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1962;177,4;E;[2]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1967;177,4;E;[3]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1972;177,4;E;[4]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1977;177,4;E;[5]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1982;177,4;E;[6]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1987;177,4;E;[7]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1992;177,4;E;[8]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;1997;177,4;E;[9]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;2002;177,4;E;[10]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;2007;177,4;E;[11]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;2012;177,4;E;[12]
Bolivia (Plurinational State of);19;Environmental Flow Requirements;4549;2017;177,4;E;[13]
Bolivia (Plurinational State of);19;Total freshwater withdrawal (primary and secondary);4263;1987;1,24;;
Bolivia (Plurinational State of);19;Total freshwater withdrawal (primary and secondary);4263;2009;2,088;I;
Bolivia (Plurinational State of);19;MDG 7.5. Freshwater withdrawal as % of total renewable water resources;4275;1987;0,216;;
Bolivia (Plurinational State of);19;MDG 7.5. Freshwater withdrawal as % of total renewable water resources;4275;2009;0,3638;I;
Bolivia (Plurinational State of);19;Agricultural water withdrawal as % of total renewable water resources;4273;1987;0,1836;;
Bolivia (Plurinational State of);19;Agricultural water withdrawal as % of total renewable water resources;4273;1999;0,3096;I;
Bolivia (Plurinational State of);19;Agricultural water withdrawal as % of total renewable water resources;4273;2008;0,3345;I;
Bolivia (Plurinational State of);19;SDG 6.4.2. Water Stress;4550;1987;0,3127;K;
Bolivia (Plurinational State of);19;SDG 6.4.2. Water Stress;4550;2009;0,5265;K;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1962;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1967;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1972;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1977;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1982;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1987;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1992;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;1997;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;2002;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;2007;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;2012;4500;;
Bolivia (Plurinational State of);19;Irrigation potential;4307;2013;4500;;
Bolivia (Plurinational State of);19;Area equipped for full control irrigation: surface irrigation;4308;2011;275,9;;
Bolivia (Plurinational State of);19;Area equipped for full control irrigation: sprinkler irrigation;4309;2011;17,6;;
Bolivia (Plurinational State of);19;Area equipped for full control irrigation: localized irrigation;4310;2011;3,7;;
Bolivia (Plurinational State of);19;Area equipped for full control irrigation: total;4311;2000;226,6;;
Bolivia (Plurinational State of);19;Area equipped for full control irrigation: total;4311;2011;297,2;;
Bolivia (Plurinational State of);19;Area equipped for full control irrigation: actually irrigated;4461;2011;297,2;I;
Bolivia (Plurinational State of);19;% of area equipped for full control irrigation actually irrigated;4463;2011;100;I;
Bolivia (Plurinational State of);19;Area equipped for irrigation: total;4313;2000;226,6;;
Bolivia (Plurinational State of);19;Area equipped for irrigation: total;4313;2011;297,2;;
Bolivia (Plurinational State of);19;Area equipped for irrigation: actually irrigated;4318;2011;297,2;I;
Bolivia (Plurinational State of);19;% of the area equipped for irrigation actually irrigated;4328;2011;100;I;
Bolivia (Plurinational State of);19;% of the cultivated area equipped for irrigation;4331;2000;6,511;K;
Bolivia (Plurinational State of);19;% of the cultivated area equipped for irrigation;4331;2011;6,39;K;
Bolivia (Plurinational State of);19;% of irrigation potential equipped for irrigation;4330;2000;5,036;;
Bolivia (Plurinational State of);19;% of irrigation potential equipped for irrigation;4330;2011;6,604;;
Bolivia (Plurinational State of);19;Total agricultural water managed area;4317;2000;226,6;;
Bolivia (Plurinational State of);19;Total agricultural water managed area;4317;2011;297,2;;
Bolivia (Plurinational State of);19;% of agricultural water managed area equipped for irrigation;4319;2000;100;;
Bolivia (Plurinational State of);19;% of agricultural water managed area equipped for irrigation;4319;2011;100;;
Bolivia (Plurinational State of);19;Area salinized by irrigation;4400;1999;21,91;;
Bolivia (Plurinational State of);19;% of area equipped for irrigation salinized;4445;2000;9,669;;
Bolivia (Plurinational State of);19;Total population with access to safe drinking-water (JMP);4114;1992;70,8;E;
Bolivia (Plurinational State of);19;Total population with access to safe drinking-water (JMP);4114;1997;75,8;E;
Bolivia (Plurinational State of);19;Total population with access to safe drinking-water (JMP);4114;2002;80,3;E;
Bolivia (Plurinational State of);19;Total population with access to safe drinking-water (JMP);4114;2007;84,6;E;
Bolivia (Plurinational State of);19;Total population with access to safe drinking-water (JMP);4114;2012;88,5;E;
Bolivia (Plurinational State of);19;Total population with access to safe drinking-water (JMP);4114;2015;90;E;
Bolivia (Plurinational State of);19;Rural population with access to safe drinking-water (JMP);4115;1992;43,3;E;
Bolivia (Plurinational State of);19;Rural population with access to safe drinking-water (JMP);4115;1997;50,7;E;
Bolivia (Plurinational State of);19;Rural population with access to safe drinking-water (JMP);4115;2002;58;E;
Bolivia (Plurinational State of);19;Rural population with access to safe drinking-water (JMP);4115;2007;65,3;E;
Bolivia (Plurinational State of);19;Rural population with access to safe drinking-water (JMP);4115;2012;72,7;E;
Bolivia (Plurinational State of);19;Rural population with access to safe drinking-water (JMP);4115;2015;75,6;E;
Bolivia (Plurinational State of);19;Urban population with access to safe drinking-water (JMP);4116;1992;91;E;
Bolivia (Plurinational State of);19;Urban population with access to safe drinking-water (JMP);4116;1997;92,3;E;
Bolivia (Plurinational State of);19;Urban population with access to safe drinking-water (JMP);4116;2002;93,6;E;
Bolivia (Plurinational State of);19;Urban population with access to safe drinking-water (JMP);4116;2007;94,9;E;
Bolivia (Plurinational State of);19;Urban population with access to safe drinking-water (JMP);4116;2012;96,2;E;
Bolivia (Plurinational State of);19;Urban population with access to safe drinking-water (JMP);4116;2015;96,7;E;
Brazil;21;Total population;4104;1962;77008;E;
Brazil;21;Total population;4104;1967;88854;E;
Brazil;21;Total population;4104;1972;100844;E;
Brazil;21;Total population;4104;1977;113776;E;
Brazil;21;Total population;4104;1982;128055;E;
Brazil;21;Total population;4104;1987;142437;E;
Brazil;21;Total population;4104;1992;155379;E;
Brazil;21;Total population;4104;1997;167894;E;
Brazil;21;Total population;4104;2002;181046;E;
Brazil;21;Total population;4104;2007;192785;E;
Brazil;21;Total population;4104;2012;202402;E;
Brazil;21;Total population;4104;2015;207848;E;
Brazil;21;Rural population;4105;1962;39834;E;
Brazil;21;Rural population;4105;1967;41662;E;
Brazil;21;Rural population;4105;1972;42495;E;
Brazil;21;Rural population;4105;1977;42652;E;
Brazil;21;Rural population;4105;1982;42279;E;
Brazil;21;Rural population;4105;1987;41032;E;
Brazil;21;Rural population;4105;1992;38744;E;
Brazil;21;Rural population;4105;1997;35943;E;
Brazil;21;Rural population;4105;2002;34158;E;
Brazil;21;Rural population;4105;2007;34236;E;
Brazil;21;Rural population;4105;2012;33740;E;
Brazil;21;Rural population;4105;2015;33340;E;
Brazil;21;Urban population;4106;1962;37174;E;
Brazil;21;Urban population;4106;1967;47192;E;
Brazil;21;Urban population;4106;1972;58349;E;
Brazil;21;Urban population;4106;1977;71124;E;
Brazil;21;Urban population;4106;1982;85776;E;
Brazil;21;Urban population;4106;1987;101405;E;
Brazil;21;Urban population;4106;1992;116635;E;
Brazil;21;Urban population;4106;1997;131951;E;
Brazil;21;Urban population;4106;2002;146888;E;
Brazil;21;Urban population;4106;2007;158549;E;
Brazil;21;Urban population;4106;2012;168662;E;
Brazil;21;Urban population;4106;2015;174508;E;
Brazil;21;Population density;4107;1962;9,043;E;
Brazil;21;Population density;4107;1967;10,43;E;
Brazil;21;Population density;4107;1972;11,84;E;
Brazil;21;Population density;4107;1977;13,36;E;
Brazil;21;Population density;4107;1982;15,04;E;
Brazil;21;Population density;4107;1987;16,73;E;
Brazil;21;Population density;4107;1992;18,25;E;
Brazil;21;Population density;4107;1997;19,72;E;
Brazil;21;Population density;4107;2002;21,26;E;
Brazil;21;Population density;4107;2007;22,64;E;
Brazil;21;Population density;4107;2012;23,77;E;
Brazil;21;Population density;4107;2016;24,41;E;
Brazil;21;Agriculture, value added (% GDP);4113;1962;17,35;E;
Brazil;21;Agriculture, value added (% GDP);4113;1967;15,11;E;
Brazil;21;Agriculture, value added (% GDP);4113;1972;12,99;E;
Brazil;21;Agriculture, value added (% GDP);4113;1977;14,67;E;
Brazil;21;Agriculture, value added (% GDP);4113;1982;8,968;E;
Brazil;21;Agriculture, value added (% GDP);4113;1987;10,01;E;
Brazil;21;Agriculture, value added (% GDP);4113;1992;7,72;E;
Brazil;21;Agriculture, value added (% GDP);4113;1997;5,331;E;
Brazil;21;Agriculture, value added (% GDP);4113;2002;6,417;E;
Brazil;21;Agriculture, value added (% GDP);4113;2007;5,18;E;
Brazil;21;Agriculture, value added (% GDP);4113;2012;4,912;E;
Brazil;21;Agriculture, value added (% GDP);4113;2015;5,215;E;
Brazil;21;Gender Inequality Index (GII) [equality = 0;;;;;
Brazil;21;Gender Inequality Index (GII) [equality = 0;;;;;
Brazil;21;Gender Inequality Index (GII) [equality = 0;;;;;
Brazil;21;Gender Inequality Index (GII) [equality = 0;;;;;
Brazil;21;Prevalence of undernourishment (3-year average);4474;1992;14,8;E;
Brazil;21;Prevalence of undernourishment (3-year average);4474;1997;13,6;E;
Brazil;21;Prevalence of undernourishment (3-year average);4474;2002;11,2;E;
Brazil;21;Prevalence of undernourishment (3-year average);4474;2005;6,1;E;
Brazil;21;Number of people undernourished (3-year average);4473;1992;22600;E;
Brazil;21;Number of people undernourished (3-year average);4473;1997;22300;E;
Brazil;21;Number of people undernourished (3-year average);4473;2002;19900;E;
Brazil;21;Number of people undernourished (3-year average);4473;2005;11100;E;
Brazil;21;Long-term average annual precipitation in depth;4151;1962;1761;;[14,15]
Brazil;21;Long-term average annual precipitation in depth;4151;1967;1761;;[16,17]
Brazil;21;Long-term average annual precipitation in depth;4151;1972;1761;;[18,19]
Brazil;21;Long-term average annual precipitation in depth;4151;1977;1761;;[20,21]
Brazil;21;Long-term average annual precipitation in depth;4151;1982;1761;;[22,23]
Brazil;21;Long-term average annual precipitation in depth;4151;1987;1761;;[24,25]
Brazil;21;Long-term average annual precipitation in depth;4151;1992;1761;;[26,27]
Brazil;21;Long-term average annual precipitation in depth;4151;1997;1761;;[28,29]
Brazil;21;Long-term average annual precipitation in depth;4151;2002;1761;;[30,31]
Brazil;21;Long-term average annual precipitation in depth;4151;2007;1761;;[32,33]
Brazil;21;Long-term average annual precipitation in depth;4151;2012;1761;;[34,35]
Brazil;21;Long-term average annual precipitation in depth;4151;2014;1761;;[36,37]
Brazil;21;Long-term average annual precipitation in volume;4150;1962;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1967;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1972;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1977;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1982;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1987;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1992;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;1997;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;2002;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;2007;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;2012;14995;;
Brazil;21;Long-term average annual precipitation in volume;4150;2016;14996;K;
Brazil;21;National Rainfall Index (NRI);4472;1967;1888;E;
Brazil;21;National Rainfall Index (NRI);4472;1970;1875;E;
Brazil;21;National Rainfall Index (NRI);4472;1975;2033;E;
Brazil;21;National Rainfall Index (NRI);4472;1979;1986;E;
Brazil;21;National Rainfall Index (NRI);4472;1984;1959;E;
Brazil;21;National Rainfall Index (NRI);4472;1990;1989;E;
Brazil;21;National Rainfall Index (NRI);4472;1995;1911;E;
Brazil;21;National Rainfall Index (NRI);4472;2000;1934;E;
Brazil;21;Interannual variability (WRI);4541;2013;1,7;E;
Brazil;21;Seasonal variability (WRI);4542;2013;2,5;E;
Brazil;21;Total dam capacity;4197;1960;403,5;L;
Brazil;21;Total dam capacity;4197;1965;426,4;L;
Brazil;21;Total dam capacity;4197;1970;426,4;L;
Brazil;21;Total dam capacity;4197;1975;447,5;L;
Brazil;21;Total dam capacity;4197;1980;482,1;L;
Brazil;21;Total dam capacity;4197;1985;581,6;L;
Brazil;21;Total dam capacity;4197;1990;601,6;L;
Brazil;21;Total dam capacity;4197;1995;601,6;L;
Brazil;21;Total dam capacity;4197;2000;689,7;L;
Brazil;21;Total dam capacity;4197;2005;697,2;L;
Brazil;21;Total dam capacity;4197;2010;700,4;L;
Brazil;21;Total dam capacity;4197;2015;700,4;L;
Brazil;21;Dam capacity per capita;4471;1960;5240;K;
Brazil;21;Dam capacity per capita;4471;1965;4799;K;
Brazil;21;Dam capacity per capita;4471;1970;4228;K;
Brazil;21;Dam capacity per capita;4471;1975;3933;K;
Brazil;21;Dam capacity per capita;4471;1980;3765;K;
Brazil;21;Dam capacity per capita;4471;1985;4083;K;
Brazil;21;Dam capacity per capita;4471;1990;3872;K;
Brazil;21;Dam capacity per capita;4471;1995;3583;K;
Brazil;21;Dam capacity per capita;4471;2000;3810;K;
Brazil;21;Dam capacity per capita;4471;2005;3616;K;
Brazil;21;Dam capacity per capita;4471;2010;3460;K;
Brazil;21;Dam capacity per capita;4471;2015;3370;K;
Brazil;21;Agricultural water withdrawal;4250;1996;33,43;;
Brazil;21;Agricultural water withdrawal;4250;2006;31,7;;
Brazil;21;Agricultural water withdrawal;4250;2010;44,9;;
Brazil;21;Industrial water withdrawal;4252;1996;9,94;;
Brazil;21;Industrial water withdrawal;4252;2006;10,14;;
Brazil;21;Industrial water withdrawal;4252;2010;12,72;;
Brazil;21;Municipal water withdrawal;4251;1996;11,5;;
Brazil;21;Municipal water withdrawal;4251;2006;16,23;;
Brazil;21;Municipal water withdrawal;4251;2010;17,21;;
Brazil;21;Total water withdrawal;4253;1987;35,04;;
Brazil;21;Total water withdrawal;4253;1996;54,87;;
Brazil;21;Total water withdrawal;4253;2006;58,07;;
Brazil;21;Total water withdrawal;4253;2010;74,83;;
Brazil;21;Irrigation water requirement;4260;2006;15,3;L;
Brazil;21;Agricultural water withdrawal as % of total water withdrawal;4254;1996;60,93;;
Brazil;21;Agricultural water withdrawal as % of total water withdrawal;4254;2006;54,59;;
Brazil;21;Agricultural water withdrawal as % of total water withdrawal;4254;2010;60;;
Brazil;21;Industrial water withdrawal as % of total water withdrawal;4256;1996;18,12;;
Brazil;21;Industrial water withdrawal as % of total water withdrawal;4256;2006;17,46;;
Brazil;21;Industrial water withdrawal as % of total water withdrawal;4256;2010;17;;
Brazil;21;Municipal water withdrawal as % of total withdrawal;4255;1996;20,96;;
Brazil;21;Municipal water withdrawal as % of total withdrawal;4255;2006;27,95;;
Brazil;21;Municipal water withdrawal as % of total withdrawal;4255;2010;23;;
Brazil;21;Total water withdrawal per capita;4257;1987;246;K;
Brazil;21;Total water withdrawal per capita;4257;1996;326,8;K;
Brazil;21;Total water withdrawal per capita;4257;2006;301,2;K;
Brazil;21;Total water withdrawal per capita;4257;2010;369,7;K;
Brazil;21;Environmental Flow Requirements;4549;1962;2996;E;[38]
Brazil;21;Environmental Flow Requirements;4549;1967;2996;E;[39]
Brazil;21;Environmental Flow Requirements;4549;1972;2996;E;[40]
Brazil;21;Environmental Flow Requirements;4549;1977;2996;E;[41]
Brazil;21;Environmental Flow Requirements;4549;1982;2996;E;[42]
